Orbital - Installation - Security Station,Poena,❌,3,0.8,,Orbital,Installation,,,1400,1400,,,,Orbital - Installation - Security Station,Poena,❌,3,0.8,,Orbital,Installation,,,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Security Station,Eunomia,❌,3,0.8,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,1400,1400,,,,Orbital - Installation - Security Station,Eunomia,❌,3,0.8,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Security Station,Nomos,❌,3,0.8,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,1400,1400,,,,Orbital - Installation - Security Station,Nomos,❌,3,0.8,,Orbital,Installation,❗Visual/Name: shows up as Scientific Installation,,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Government,Harmonia,❌,3,0,,Orbital,Installation,,,1400,1400,,,,Orbital - Installation - Government,Harmonia,❌,3,0,,Orbital,Installation,,,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Medical,Asclepius,❌,4,0.8,,Orbital,Installation,,,1300,1300,,,,Orbital - Installation - Medical,Asclepius,❌,4,0.8,,Orbital,Installation,,,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Medical,Eupraxia,❌,4,0.8,,Orbital,Installation,,,1300,1300,,,,Orbital - Installation - Medical,Eupraxia,❌,4,0.8,,Orbital,Installation,,,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Research Station,Astraeus,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,Orbital - Installation - Research Station,Astraeus,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Research Station,Coeus,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,Orbital - Installation - Research Station,Coeus,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Research Station,Dodona,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,Orbital - Installation - Research Station,Dodona,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Research Station,Dione,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,Orbital - Installation - Research Station,Dione,❌,4,0.8,,Orbital,Installation,,,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Tourist,Hedone,❌,3,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Tourist,Hedone,❌,3,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Tourist,Opora,❌,3,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Tourist,Opora,❌,3,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Tourist,Pasithea,❌,3,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Tourist,Pasithea,❌,3,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Space Bar,Dionysus,❌,4,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Space Bar,Dionysus,❌,4,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital - Installation - Space Bar,Bacchus,❌,4,0.8,,Orbital,Installation,,,,,,,,Orbital - Installation - Space Bar,Bacchus,❌,4,0.8,,Orbital,Installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Hestia,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Hestia,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Decima,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Decima,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Atropos,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Atropos,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Nona,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Nona,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Lachesis,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Lachesis,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Civilian,Clotho,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,Surface - Planetary Port - Outpost Civilian,Clotho,L,4,0.4,,Surface,Planetary Port,,,16000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Hephaestus,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Hephaestus,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Opis,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Opis,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Ponos,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Ponos,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Tethys,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Tethys,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Bia,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Bia,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Industrial,Mefitis,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Industrial,Mefitis,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Necessitas,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Necessitas,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Ananke,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Ananke,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Fauna,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Fauna,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Providentia,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Providentia,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Antevorta,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Antevorta,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Outpost Scientific,Porrima,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,Surface - Planetary Port - Outpost Scientific,Porrima,L,4,0.4,,Surface,Planetary Port,,,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Port,Zeus,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,Surface - Planetary Port - Port,Zeus,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Port,Hera,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,Surface - Planetary Port - Port,Hera,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Port,Poseidon,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,Surface - Planetary Port - Port,Poseidon,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Planetary Port - Port,Aphrodite,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,Surface - Planetary Port - Port,Aphrodite,L,15,1.2,,Surface,Planetary Port,,,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Agriculture T1 S,Consus (S),S,1,0.4,,Surface,Settlement,,,80,80,,,,Surface - Settlement - Agriculture T1 S,Consus (S),S,1,0.4,,Surface,Settlement,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Agriculture T1 M,Picumnus (L),L,2,0.4,,Surface,Settlement,,Small (+),550,550,,,,Surface - Settlement - Agriculture T1 M,Picumnus (L),L,2,0.4,,Surface,Settlement,,Small (+),550,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Agriculture T1 M,Annona (S),S,2,0.4,,Surface,Settlement,,,,,,,,Surface - Settlement - Agriculture T1 M,Annona (S),S,2,0.4,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Agriculture T2 L,Ceres (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,Surface - Settlement - Agriculture T2 L,Ceres (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Agriculture T2 L,Fornax (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,Surface - Settlement - Agriculture T2 L,Fornax (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Extraction T1 S,Ourea (S),S,1,0.4,,Surface,Settlement,,,,,,,,Surface - Settlement - Extraction T1 S,Ourea (S),S,1,0.4,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Extraction T1 M,Mantus (M),M,2,0.4,,Surface,Settlement,,Small (+),500,550,,,,Surface - Settlement - Extraction T1 M,Mantus (M),M,2,0.4,,Surface,Settlement,,Small (+),500,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Extraction T1 M,Orcus (L),L,2,0.4,,Surface,Settlement,,,450,550,,,,Surface - Settlement - Extraction T1 M,Orcus (L),L,2,0.4,,Surface,Settlement,,,450,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Extraction T2 L,Erebus (L),L,4,0.8,,Surface,Settlement,,Medium (++),1300,1500,,,,Surface - Settlement - Extraction T2 L,Erebus (L),L,4,0.8,,Surface,Settlement,,Medium (++),1300,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Extraction T2 L,Aerecura (L),L,4,0.8,,Surface,Settlement,,,1300,1500,,,,Surface - Settlement - Extraction T2 L,Aerecura (L),L,4,0.8,,Surface,Settlement,,,1300,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Industrial T1 S,Fontus (S),S,1,0.4,,Surface,Settlement,,,,,,,,Surface - Settlement - Industrial T1 S,Fontus (S),S,1,0.4,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Industrial T1 M,Meteope (L),L,2,0.4,,Surface,Settlement,,,400,500,,,,Surface - Settlement - Industrial T1 M,Meteope (L),L,2,0.4,,Surface,Settlement,,,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Industrial T1 M,Palici (L),L,2,0.4,,Surface,Settlement,,,400,500,,,,Surface - Settlement - Industrial T1 M,Palici (L),L,2,0.4,,Surface,Settlement,,,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Industrial T1 M,Minthe (M),M,2,0.4,,Surface,Settlement,,,400,500,,,,Surface - Settlement - Industrial T1 M,Minthe (M),M,2,0.4,,Surface,Settlement,,,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Industrial T2 L,Gaea (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,Surface - Settlement - Industrial T2 L,Gaea (L),L,4,0.8,,Surface,Settlement,,,1300,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Military T1 S,Ioke (M),M,1,0.4,,Surface,Settlement,,,80,80,,,,Surface - Settlement - Military T1 S,Ioke (M),M,1,0.4,,Surface,Settlement,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Military T1 M,Bellona (S),S,2,0.4,,Surface,Settlement,,,,,,,,Surface - Settlement - Military T1 M,Bellona (S),S,2,0.4,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Military T1 M,Enyo (M),M,2,0.4,,Surface,Settlement,,,400,550,,,,Surface - Settlement - Military T1 M,Enyo (M),M,2,0.4,,Surface,Settlement,,,400,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Military T1 M,Polemos (M),M,2,0.4,,Surface,Settlement,,,400,550,,,,Surface - Settlement - Military T1 M,Polemos (M),M,2,0.4,,Surface,Settlement,,,400,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Military T2 L,Minerva (L),L,4,0.8,,Surface,Settlement,,,1400,1600,,,,Surface - Settlement - Military T2 L,Minerva (L),L,4,0.8,,Surface,Settlement,,,1400,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Research Bio T1 S,Pheobe (S),S,2,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Research Bio T1 S,Pheobe (S),S,2,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Research Bio T1 M,Asteria (S),S,2,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Research Bio T1 M,Asteria (S),S,2,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Research Bio T1 M,Caerus (S),S,2,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Research Bio T1 M,Caerus (S),S,2,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Research Bio T2 L,Chronos (L),L,4,0.8,,Surface,Settlement,,,1400,1500,,,,Surface - Settlement - Research Bio T2 L,Chronos (L),L,4,0.8,,Surface,Settlement,,,1400,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Tourism T1 S,Aergia (M),M,1,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Tourism T1 S,Aergia (M),M,1,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Tourism T1 M,Comos (L),L,2,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Tourism T1 M,Comos (L),L,2,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Tourism T1 M,Gelos (L),L,2,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Tourism T1 M,Gelos (L),L,2,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Settlement - Tourism T2 L,Fufluns (L),L,4,0.8,,Surface,Settlement,,,,,,,,Surface - Settlement - Tourism T2 L,Fufluns (L),L,4,0.8,,Surface,Settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface - Hub - Extraction,Tartarus,❌,5,0.8,,Surface,Hub,,,1500,1500,,,,Surface - Hub - Extraction,Tartarus,❌,5,0.8,,Surface,Hub,,,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
